========================================================================
  ConstructiveHeuristic — unknown
========================================================================
  alpha=0.7  time_limit=60s  seed=None  min_sep=10.0
  weights: makespan=10.0  delay=100.0  movements=1.0

  Instance: 20 aircraft  5 positions  3 blocking arcs
  Blocking arcs: P3→P4  P3→P5  P4→P5

────────────────────────────────────────────────────────────────────────
  Best construction detail  (iter 360  obj=17925.3000)
────────────────────────────────────────────────────────────────────────
Blocking arcs: P3→P4  P3→P5  P4→P5

Aircraft initial ranking (target_finish ASC, total_duration ASC):
  Rank   ID       earliest     target    duration
  ----------------------------------------------
  [ 0]  R12          8.13      26.68        5.78
  [ 1]  R16         13.56      33.59        6.63
  [ 2]  R18         21.73      36.67        8.07
  [ 3]  R19         24.49      40.61        9.19
  [ 4]  R20         23.48      41.03        9.78
  [ 5]  R1           0.00      44.30       18.30
  [ 6]  R2           0.00      45.31       15.20
  [ 7]  R6           1.33      48.84       17.28
  [ 8]  R4           0.00      50.96       16.65
  [ 9]  R7           1.21      51.55       13.93
  [10]  R9           5.74      52.76       12.59
  [11]  R8           3.72      55.02       15.47
  [12]  R13         12.70      58.93       21.38
  [13]  R10          6.71      60.59       11.87
  [14]  R15         14.34      60.60       13.77
  [15]  R14         11.68      65.28       21.00
  [16]  R5           0.00      66.94       21.24
  [17]  R3           0.00      69.01       24.82
  [18]  R11         11.01      72.99       29.10
  [19]  R17         18.00      75.72       22.10

========================================================================
  STEP 1/20
========================================================================

  Pair evaluation  (100 pairs):
    Rank   ID      Pos     t_start   t_finish    delay      gap   blocking      score    weight     P(%)   cum(%)
    [46]  R16     P2        13.56      20.19     0.00     0.00       none     201.93    0.0000    0.00%  100.00%
    [47]  R16     P3        13.56      20.19     0.00     0.00       none     201.93    0.0000    0.00%  100.00%
    [48]  R16     P4        13.56      20.19     0.00     0.00       none     201.93    0.0000    0.00%  100.00%
    [49]  R16     P5        13.56      20.19     0.00     0.00       none     201.93    0.0000    0.00%  100.00%
    [50]  R5      P1         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [51]  R5      P2         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [52]  R5      P3         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [53]  R5      P4         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [54]  R5      P5         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [55]  R3      P1         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [56]  R3      P2         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [57]  R3      P3         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [58]  R3      P4         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [59]  R3      P5         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [60]  R15     P1        14.34      28.11     0.00     0.00       none     281.07    0.0000    0.00%  100.00%
    [61]  R15     P2        14.34      28.11     0.00     0.00       none     281.07    0.0000    0.00%  100.00%
    [62]  R15     P3        14.34      28.11     0.00     0.00       none     281.07    0.0000    0.00%  100.00%
    [63]  R15     P4        14.34      28.11     0.00     0.00       none     281.07    0.0000    0.00%  100.00%
    [64]  R15     P5        14.34      28.11     0.00     0.00       none     281.07    0.0000    0.00%  100.00%
    [65]  R18     P1        21.73      29.80     0.00     0.00       none     298.04    0.0000    0.00%  100.00%
    [66]  R18     P2        21.73      29.80     0.00     0.00       none     298.04    0.0000    0.00%  100.00%
    [67]  R18     P3        21.73      29.80     0.00     0.00       none     298.04    0.0000    0.00%  100.00%
    [68]  R18     P4        21.73      29.80     0.00     0.00       none     298.04    0.0000    0.00%  100.00%
    [69]  R18     P5        21.73      29.80     0.00     0.00       none     298.04    0.0000    0.00%  100.00%
    [70]  R14     P1        11.68      32.68     0.00     0.00       none     326.82    0.0000    0.00%  100.00%
    [71]  R14     P2        11.68      32.68     0.00     0.00       none     326.82    0.0000    0.00%  100.00%
    [72]  R14     P3        11.68      32.68     0.00     0.00       none     326.82    0.0000    0.00%  100.00%
    [73]  R14     P4        11.68      32.68     0.00     0.00       none     326.82    0.0000    0.00%  100.00%
    [74]  R14     P5        11.68      32.68     0.00     0.00       none     326.82    0.0000    0.00%  100.00%
    [75]  R20     P1        23.48      33.26     0.00     0.00       none     332.63    0.0000    0.00%  100.00%
    [76]  R20     P2        23.48      33.26     0.00     0.00       none     332.63    0.0000    0.00%  100.00%
    [77]  R20     P3        23.48      33.26     0.00     0.00       none     332.63    0.0000    0.00%  100.00%
    [78]  R20     P4        23.48      33.26     0.00     0.00       none     332.63    0.0000    0.00%  100.00%
    [79]  R20     P5        23.48      33.26     0.00     0.00       none     332.63    0.0000    0.00%  100.00%
    [80]  R19     P1        24.49      33.68     0.00     0.00       none     336.83    0.0000    0.00%  100.00%
    [81]  R19     P2        24.49      33.68     0.00     0.00       none     336.83    0.0000    0.00%  100.00%
    [82]  R19     P3        24.49      33.68     0.00     0.00       none     336.83    0.0000    0.00%  100.00%
    [83]  R19     P4        24.49      33.68     0.00     0.00       none     336.83    0.0000    0.00%  100.00%
    [84]  R19     P5        24.49      33.68     0.00     0.00       none     336.83    0.0000    0.00%  100.00%
    [85]  R13     P1        12.70      34.08     0.00     0.00       none     340.81    0.0000    0.00%  100.00%
    [86]  R13     P2        12.70      34.08     0.00     0.00       none     340.81    0.0000    0.00%  100.00%
    [87]  R13     P3        12.70      34.08     0.00     0.00       none     340.81    0.0000    0.00%  100.00%
    [88]  R13     P4        12.70      34.08     0.00     0.00       none     340.81    0.0000    0.00%  100.00%
    [89]  R13     P5        12.70      34.08     0.00     0.00       none     340.81    0.0000    0.00%  100.00%
    [90]  R17     P1        18.00      40.11     0.00     0.00       none     401.05    0.0000    0.00%  100.00%
    [91]  R17     P2        18.00      40.11     0.00     0.00       none     401.05    0.0000    0.00%  100.00%
    [92]  R17     P3        18.00      40.11     0.00     0.00       none     401.05    0.0000    0.00%  100.00%
    [93]  R17     P4        18.00      40.11     0.00     0.00       none     401.05    0.0000    0.00%  100.00%
    [94]  R17     P5        18.00      40.11     0.00     0.00       none     401.05    0.0000    0.00%  100.00%
    [95]  R11     P1        11.01      40.11     0.00     0.00       none     401.06    0.0000    0.00%  100.00%
    [96]  R11     P2        11.01      40.11     0.00     0.00       none     401.06    0.0000    0.00%  100.00%
    [97]  R11     P3        11.01      40.11     0.00     0.00       none     401.06    0.0000    0.00%  100.00%
    [98]  R11     P4        11.01      40.11     0.00     0.00       none     401.06    0.0000    0.00%  100.00%
    [99]  R11     P5        11.01      40.11     0.00     0.00       none     401.06    0.0000    0.00%  100.00%
    draw=0.6021  →  (R12, P1) (rank 0) selected

  Assignment: R12 → P1  [8.13 → 13.91]  delay=0.00
    J12-1      [8.13 → 13.91]

  Assigned so far:
    ID      Pos       start    finish    delay
    ----------------------------------------
    R12     P1         8.13     13.91     0.00

========================================================================
  STEP 2/20
========================================================================

  Pair evaluation  (95 pairs):
    Rank   ID      Pos     t_start   t_finish    delay      gap   blocking      score    weight     P(%)   cum(%)
    ---------------------------------------------------------------------------------------------------------
    [ 0]  R7      P2         1.21      15.14     0.00     0.00       none     151.39    1.0000   70.00%   70.00%
    [ 1]  R7      P3         1.21      15.14     0.00     0.00       none     151.39    0.3000   21.00%   91.00%
    [ 2]  R7      P4         1.21      15.14     0.00     0.00       none     151.39    0.0900    6.30%   97.30%
    [ 3]  R7      P5         1.21      15.14     0.00     0.00       none     151.39    0.0270    1.89%   99.19%
    [ 4]  R2      P2         0.00      15.20     0.00     0.00       none     152.00    0.0081    0.57%   99.76%
    [ 5]  R2      P3         0.00      15.20     0.00     0.00       none     152.00    0.0024    0.17%   99.93%
    [ 6]  R2      P4         0.00      15.20     0.00     0.00       none     152.00    0.0007    0.05%   99.98%
    [ 7]  R2      P5         0.00      15.20     0.00     0.00       none     152.00    0.0002    0.02%   99.99%
    [ 8]  R4      P2         0.00      16.65     0.00     0.00       none     166.50    0.0001    0.00%  100.00%
    [ 9]  R4      P3         0.00      16.65     0.00     0.00       none     166.50    0.0000    0.00%  100.00%
    [10]  R4      P4         0.00      16.65     0.00     0.00       none     166.50    0.0000    0.00%  100.00%
    [11]  R4      P5         0.00      16.65     0.00     0.00       none     166.50    0.0000    0.00%  100.00%
    [12]  R1      P2         0.00      18.30     0.00     0.00       none     183.00    0.0000    0.00%  100.00%
    [13]  R1      P3         0.00      18.30     0.00     0.00       none     183.00    0.0000    0.00%  100.00%
    [14]  R1      P4         0.00      18.30     0.00     0.00       none     183.00    0.0000    0.00%  100.00%
    [15]  R1      P5         0.00      18.30     0.00     0.00       none     183.00    0.0000    0.00%  100.00%
    [16]  R9      P2         5.74      18.33     0.00     0.00       none     183.34    0.0000    0.00%  100.00%
    [17]  R9      P3         5.74      18.33     0.00     0.00       none     183.34    0.0000    0.00%  100.00%
    [18]  R9      P4         5.74      18.33     0.00     0.00       none     183.34    0.0000    0.00%  100.00%
    [19]  R9      P5         5.74      18.33     0.00     0.00       none     183.34    0.0000    0.00%  100.00%
    [20]  R10     P2         6.71      18.58     0.00     0.00       none     185.81    0.0000    0.00%  100.00%
    [21]  R10     P3         6.71      18.58     0.00     0.00       none     185.81    0.0000    0.00%  100.00%
    [22]  R10     P4         6.71      18.58     0.00     0.00       none     185.81    0.0000    0.00%  100.00%
    [23]  R10     P5         6.71      18.58     0.00     0.00       none     185.81    0.0000    0.00%  100.00%
    [24]  R6      P2         1.33      18.61     0.00     0.00       none     186.06    0.0000    0.00%  100.00%
    [25]  R6      P3         1.33      18.61     0.00     0.00       none     186.06    0.0000    0.00%  100.00%
    [26]  R6      P4         1.33      18.61     0.00     0.00       none     186.06    0.0000    0.00%  100.00%
    [27]  R6      P5         1.33      18.61     0.00     0.00       none     186.06    0.0000    0.00%  100.00%
    [28]  R8      P2         3.72      19.19     0.00     0.00       none     191.89    0.0000    0.00%  100.00%
    [29]  R8      P3         3.72      19.19     0.00     0.00       none     191.89    0.0000    0.00%  100.00%
    [30]  R8      P4         3.72      19.19     0.00     0.00       none     191.89    0.0000    0.00%  100.00%
    [31]  R8      P5         3.72      19.19     0.00     0.00       none     191.89    0.0000    0.00%  100.00%
    [32]  R16     P2        13.56      20.19     0.00     0.00       none     201.93    0.0000    0.00%  100.00%
    [33]  R16     P3        13.56      20.19     0.00     0.00       none     201.93    0.0000    0.00%  100.00%
    [34]  R16     P4        13.56      20.19     0.00     0.00       none     201.93    0.0000    0.00%  100.00%
    [35]  R16     P5        13.56      20.19     0.00     0.00       none     201.93    0.0000    0.00%  100.00%
    [36]  R5      P2         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [37]  R5      P3         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [38]  R5      P4         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [39]  R5      P5         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [40]  R3      P2         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [41]  R3      P3         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [42]  R3      P4         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [43]  R3      P5         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [44]  R15     P2        14.34      28.11     0.00     0.00       none     281.07    0.0000    0.00%  100.00%
    [45]  R15     P3        14.34      28.11     0.00     0.00       none     281.07    0.0000    0.00%  100.00%
    [46]  R15     P4        14.34      28.11     0.00     0.00       none     281.07    0.0000    0.00%  100.00%
    [47]  R15     P5        14.34      28.11     0.00     0.00       none     281.07    0.0000    0.00%  100.00%
    [48]  R18     P2        21.73      29.80     0.00     0.00       none     298.04    0.0000    0.00%  100.00%
    [49]  R18     P3        21.73      29.80     0.00     0.00       none     298.04    0.0000    0.00%  100.00%
    [50]  R18     P4        21.73      29.80     0.00     0.00       none     298.04    0.0000    0.00%  100.00%
    [51]  R18     P5        21.73      29.80     0.00     0.00       none     298.04    0.0000    0.00%  100.00%
    [52]  R14     P2        11.68      32.68     0.00     0.00       none     326.82    0.0000    0.00%  100.00%
    [53]  R14     P3        11.68      32.68     0.00     0.00       none     326.82    0.0000    0.00%  100.00%
    [54]  R14     P4        11.68      32.68     0.00     0.00       none     326.82    0.0000    0.00%  100.00%
    [55]  R14     P5        11.68      32.68     0.00     0.00       none     326.82    0.0000    0.00%  100.00%
    [56]  R20     P2        23.48      33.26     0.00     0.00       none     332.63    0.0000    0.00%  100.00%
    [57]  R20     P3        23.48      33.26     0.00     0.00       none     332.63    0.0000    0.00%  100.00%
    [58]  R20     P4        23.48      33.26     0.00     0.00       none     332.63    0.0000    0.00%  100.00%
    [59]  R20     P5        23.48      33.26     0.00     0.00       none     332.63    0.0000    0.00%  100.00%
    [60]  R19     P2        24.49      33.68     0.00     0.00       none     336.83    0.0000    0.00%  100.00%
    [61]  R19     P3        24.49      33.68     0.00     0.00       none     336.83    0.0000    0.00%  100.00%
    [62]  R19     P4        24.49      33.68     0.00     0.00       none     336.83    0.0000    0.00%  100.00%
    [63]  R19     P5        24.49      33.68     0.00     0.00       none     336.83    0.0000    0.00%  100.00%
    [64]  R13     P2        12.70      34.08     0.00     0.00       none     340.81    0.0000    0.00%  100.00%
    [65]  R13     P3        12.70      34.08     0.00     0.00       none     340.81    0.0000    0.00%  100.00%
    [66]  R13     P4        12.70      34.08     0.00     0.00       none     340.81    0.0000    0.00%  100.00%
    [67]  R13     P5        12.70      34.08     0.00     0.00       none     340.81    0.0000    0.00%  100.00%
    [68]  R17     P2        18.00      40.11     0.00     0.00       none     401.05    0.0000    0.00%  100.00%
    [69]  R17     P3        18.00      40.11     0.00     0.00       none     401.05    0.0000    0.00%  100.00%
    [70]  R17     P4        18.00      40.11     0.00     0.00       none     401.05    0.0000    0.00%  100.00%
    [71]  R17     P5        18.00      40.11     0.00     0.00       none     401.05    0.0000    0.00%  100.00%
    [72]  R11     P2        11.01      40.11     0.00     0.00       none     401.06    0.0000    0.00%  100.00%
    [73]  R11     P3        11.01      40.11     0.00     0.00       none     401.06    0.0000    0.00%  100.00%
    [74]  R11     P4        11.01      40.11     0.00     0.00       none     401.06    0.0000    0.00%  100.00%
    [75]  R11     P5        11.01      40.11     0.00     0.00       none     401.06    0.0000    0.00%  100.00%
    [76]  R16     P1        23.91      30.54     0.00    10.00       none     405.45    0.0000    0.00%  100.00%
    [77]  R18     P1        23.91      31.98     0.00    10.00       none     419.85    0.0000    0.00%  100.00%
    [78]  R20     P1        23.91      33.70     0.00    10.00       none     436.95    0.0000    0.00%  100.00%
    [79]  R19     P1        24.49      33.68     0.00    10.58       none     442.61    0.0000    0.00%  100.00%
    [80]  R10     P1        23.91      35.78     0.00    10.00       none     457.85    0.0000    0.00%  100.00%
    [81]  R9      P1        23.91      36.50     0.00    10.00       none     465.05    0.0000    0.00%  100.00%
    [82]  R15     P1        23.91      37.69     0.00    10.00       none     476.85    0.0000    0.00%  100.00%
    [83]  R7      P1        23.91      37.84     0.00    10.00       none     478.45    0.0000    0.00%  100.00%
    [84]  R2      P1        23.91      39.11     0.00    10.00       none     491.15    0.0000    0.00%  100.00%
    [85]  R8      P1        23.91      39.38     0.00    10.00       none     493.85    0.0000    0.00%  100.00%
    [86]  R4      P1        23.91      40.56     0.00    10.00       none     505.65    0.0000    0.00%  100.00%
    [87]  R6      P1        23.91      41.20     0.00    10.00       none     511.95    0.0000    0.00%  100.00%
    [88]  R1      P1        23.91      42.22     0.00    10.00       none     522.15    0.0000    0.00%  100.00%
    [89]  R14     P1        23.91      44.91     0.00    10.00       none     549.15    0.0000    0.00%  100.00%
    [90]  R5      P1        23.91      45.16     0.00    10.00       none     551.55    0.0000    0.00%  100.00%
    [91]  R13     P1        23.91      45.30     0.00    10.00       none     552.95    0.0000    0.00%  100.00%
    [92]  R17     P1        23.91      46.02     0.00    10.00       none     560.15    0.0000    0.00%  100.00%
    [93]  R3      P1        23.91      48.73     0.00    10.00       none     587.35    0.0000    0.00%  100.00%
    [94]  R11     P1        23.91      53.02     0.00    10.00       none     630.15    0.0000    0.00%  100.00%
    draw=0.6477  →  (R7, P2) (rank 0) selected

  Assignment: R7 → P2  [1.21 → 15.14]  delay=0.00
    J7-1       [1.21 → 7.65]
    J7-2       [7.65 → 15.14]

  Assigned so far:
    ID      Pos       start    finish    delay
    ----------------------------------------
    R12     P1         8.13     13.91     0.00
    R7      P2         1.21     15.14     0.00

========================================================================
  STEP 3/20
========================================================================

  Pair evaluation  (90 pairs):
    Rank   ID      Pos     t_start   t_finish    delay      gap   blocking      score    weight     P(%)   cum(%)
    ---------------------------------------------------------------------------------------------------------
    [ 0]  R2      P3         0.00      15.20     0.00     0.00       none     152.00    1.0000   70.00%   70.00%
    [ 1]  R2      P4         0.00      15.20     0.00     0.00       none     152.00    0.3000   21.00%   91.00%
    [ 2]  R2      P5         0.00      15.20     0.00     0.00       none     152.00    0.0900    6.30%   97.30%
    [ 3]  R4      P3         0.00      16.65     0.00     0.00       none     166.50    0.0270    1.89%   99.19%
    [ 4]  R4      P4         0.00      16.65     0.00     0.00       none     166.50    0.0081    0.57%   99.76%
    [ 5]  R4      P5         0.00      16.65     0.00     0.00       none     166.50    0.0024    0.17%   99.93%
    [ 6]  R1      P3         0.00      18.30     0.00     0.00       none     183.00    0.0007    0.05%   99.98%
    [ 7]  R1      P4         0.00      18.30     0.00     0.00       none     183.00    0.0002    0.02%   99.99%
    [ 8]  R1      P5         0.00      18.30     0.00     0.00       none     183.00    0.0001    0.00%  100.00%
    [ 9]  R9      P3         5.74      18.33     0.00     0.00       none     183.34    0.0000    0.00%  100.00%
    [10]  R9      P4         5.74      18.33     0.00     0.00       none     183.34    0.0000    0.00%  100.00%
    [11]  R9      P5         5.74      18.33     0.00     0.00       none     183.34    0.0000    0.00%  100.00%
    [12]  R10     P3         6.71      18.58     0.00     0.00       none     185.81    0.0000    0.00%  100.00%
    [13]  R10     P4         6.71      18.58     0.00     0.00       none     185.81    0.0000    0.00%  100.00%
    [14]  R10     P5         6.71      18.58     0.00     0.00       none     185.81    0.0000    0.00%  100.00%
    [15]  R6      P3         1.33      18.61     0.00     0.00       none     186.06    0.0000    0.00%  100.00%
    [16]  R6      P4         1.33      18.61     0.00     0.00       none     186.06    0.0000    0.00%  100.00%
    [17]  R6      P5         1.33      18.61     0.00     0.00       none     186.06    0.0000    0.00%  100.00%
    [18]  R8      P3         3.72      19.19     0.00     0.00       none     191.89    0.0000    0.00%  100.00%
    [19]  R8      P4         3.72      19.19     0.00     0.00       none     191.89    0.0000    0.00%  100.00%
    [20]  R8      P5         3.72      19.19     0.00     0.00       none     191.89    0.0000    0.00%  100.00%
    [21]  R16     P3        13.56      20.19     0.00     0.00       none     201.93    0.0000    0.00%  100.00%
    [22]  R16     P4        13.56      20.19     0.00     0.00       none     201.93    0.0000    0.00%  100.00%
    [23]  R16     P5        13.56      20.19     0.00     0.00       none     201.93    0.0000    0.00%  100.00%
    [24]  R5      P3         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [25]  R5      P4         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [26]  R5      P5         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [27]  R3      P3         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [28]  R3      P4         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [29]  R3      P5         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [30]  R15     P3        14.34      28.11     0.00     0.00       none     281.07    0.0000    0.00%  100.00%
    [31]  R15     P4        14.34      28.11     0.00     0.00       none     281.07    0.0000    0.00%  100.00%
    [32]  R15     P5        14.34      28.11     0.00     0.00       none     281.07    0.0000    0.00%  100.00%
    [33]  R18     P3        21.73      29.80     0.00     0.00       none     298.04    0.0000    0.00%  100.00%
    [34]  R18     P4        21.73      29.80     0.00     0.00       none     298.04    0.0000    0.00%  100.00%
    [35]  R18     P5        21.73      29.80     0.00     0.00       none     298.04    0.0000    0.00%  100.00%
    [36]  R14     P3        11.68      32.68     0.00     0.00       none     326.82    0.0000    0.00%  100.00%
    [37]  R14     P4        11.68      32.68     0.00     0.00       none     326.82    0.0000    0.00%  100.00%
    [38]  R14     P5        11.68      32.68     0.00     0.00       none     326.82    0.0000    0.00%  100.00%
    [39]  R20     P3        23.48      33.26     0.00     0.00       none     332.63    0.0000    0.00%  100.00%
    [40]  R20     P4        23.48      33.26     0.00     0.00       none     332.63    0.0000    0.00%  100.00%
    [41]  R20     P5        23.48      33.26     0.00     0.00       none     332.63    0.0000    0.00%  100.00%
    [42]  R19     P3        24.49      33.68     0.00     0.00       none     336.83    0.0000    0.00%  100.00%
    [43]  R19     P4        24.49      33.68     0.00     0.00       none     336.83    0.0000    0.00%  100.00%
    [44]  R19     P5        24.49      33.68     0.00     0.00       none     336.83    0.0000    0.00%  100.00%
    [45]  R13     P3        12.70      34.08     0.00     0.00       none     340.81    0.0000    0.00%  100.00%
    [46]  R13     P4        12.70      34.08     0.00     0.00       none     340.81    0.0000    0.00%  100.00%
    [47]  R13     P5        12.70      34.08     0.00     0.00       none     340.81    0.0000    0.00%  100.00%
    [48]  R17     P3        18.00      40.11     0.00     0.00       none     401.05    0.0000    0.00%  100.00%
    [49]  R17     P4        18.00      40.11     0.00     0.00       none     401.05    0.0000    0.00%  100.00%
    [50]  R17     P5        18.00      40.11     0.00     0.00       none     401.05    0.0000    0.00%  100.00%
