========================================================================
  ConstructiveHeuristic — unknown
========================================================================
  alpha=0.7  time_limit=60s  seed=None  min_sep=10.0
  weights: makespan=10.0  delay=100.0  movements=1.0

  Instance: 20 aircraft  5 positions  3 blocking arcs
  Blocking arcs: P3→P4  P3→P5  P4→P5

────────────────────────────────────────────────────────────────────────
  Best construction detail  (iter 196  obj=18481.8000)
────────────────────────────────────────────────────────────────────────
Blocking arcs: P3→P4  P3→P5  P4→P5

Aircraft initial ranking (target_finish ASC, total_duration ASC):
  Rank   ID       earliest     target    duration
  ----------------------------------------------
  [ 0]  R12          8.13      26.68        5.78
  [ 1]  R16         13.56      33.59        6.63
  [ 2]  R18         21.73      36.67        8.07
  [ 3]  R19         24.49      40.61        9.19
  [ 4]  R20         23.48      41.03        9.78
  [ 5]  R1           0.00      44.30       18.30
  [ 6]  R2           0.00      45.31       15.20
  [ 7]  R6           1.33      48.84       17.28
  [ 8]  R4           0.00      50.96       16.65
  [ 9]  R7           1.21      51.55       13.93
  [10]  R9           5.74      52.76       12.59
  [11]  R8           3.72      55.02       15.47
  [12]  R13         12.70      58.93       21.38
  [13]  R10          6.71      60.59       11.87
  [14]  R15         14.34      60.60       13.77
  [15]  R14         11.68      65.28       21.00
  [16]  R5           0.00      66.94       21.24
  [17]  R3           0.00      69.01       24.82
  [18]  R11         11.01      72.99       29.10
  [19]  R17         18.00      75.72       22.10

========================================================================
  STEP 1/20
========================================================================

  Pair evaluation  (100 pairs):
    Rank   ID      Pos     t_start   t_finish    delay      gap   blocking      score    weight     P(%)   cum(%)
    [15]  R1      P1         0.00      18.30     0.00     0.00       none     183.00    0.0000    0.00%  100.00%
    [16]  R1      P2         0.00      18.30     0.00     0.00       none     183.00    0.0000    0.00%  100.00%
    [17]  R1      P3         0.00      18.30     0.00     0.00       none     183.00    0.0000    0.00%  100.00%
    [18]  R1      P4         0.00      18.30     0.00     0.00       none     183.00    0.0000    0.00%  100.00%
    [19]  R1      P5         0.00      18.30     0.00     0.00       none     183.00    0.0000    0.00%  100.00%
    [20]  R6      P1         1.33      18.61     0.00     1.33       none     199.32    0.0000    0.00%  100.00%
    [21]  R6      P2         1.33      18.61     0.00     1.33       none     199.32    0.0000    0.00%  100.00%
    [22]  R6      P3         1.33      18.61     0.00     1.33       none     199.32    0.0000    0.00%  100.00%
    [23]  R6      P4         1.33      18.61     0.00     1.33       none     199.32    0.0000    0.00%  100.00%
    [24]  R6      P5         1.33      18.61     0.00     1.33       none     199.32    0.0000    0.00%  100.00%
    [25]  R5      P1         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [26]  R5      P2         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [27]  R5      P3         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [28]  R5      P4         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [29]  R5      P5         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [30]  R12     P1         8.13      13.91     0.00     8.13       none     220.50    0.0000    0.00%  100.00%
    [31]  R12     P2         8.13      13.91     0.00     8.13       none     220.50    0.0000    0.00%  100.00%
    [32]  R12     P3         8.13      13.91     0.00     8.13       none     220.50    0.0000    0.00%  100.00%
    [33]  R12     P4         8.13      13.91     0.00     8.13       none     220.50    0.0000    0.00%  100.00%
    [34]  R12     P5         8.13      13.91     0.00     8.13       none     220.50    0.0000    0.00%  100.00%
    [35]  R8      P1         3.72      19.19     0.00     3.72       none     229.08    0.0000    0.00%  100.00%
    [36]  R8      P2         3.72      19.19     0.00     3.72       none     229.08    0.0000    0.00%  100.00%
    [37]  R8      P3         3.72      19.19     0.00     3.72       none     229.08    0.0000    0.00%  100.00%
    [38]  R8      P4         3.72      19.19     0.00     3.72       none     229.08    0.0000    0.00%  100.00%
    [39]  R8      P5         3.72      19.19     0.00     3.72       none     229.08    0.0000    0.00%  100.00%
    [40]  R9      P1         5.74      18.33     0.00     5.74       none     240.78    0.0000    0.00%  100.00%
    [41]  R9      P2         5.74      18.33     0.00     5.74       none     240.78    0.0000    0.00%  100.00%
    [42]  R9      P3         5.74      18.33     0.00     5.74       none     240.78    0.0000    0.00%  100.00%
    [43]  R9      P4         5.74      18.33     0.00     5.74       none     240.78    0.0000    0.00%  100.00%
    [44]  R9      P5         5.74      18.33     0.00     5.74       none     240.78    0.0000    0.00%  100.00%
    [45]  R3      P1         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [46]  R3      P2         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [47]  R3      P3         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [48]  R3      P4         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [49]  R3      P5         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [50]  R10     P1         6.71      18.58     0.00     6.71       none     252.92    0.0000    0.00%  100.00%
    [51]  R10     P2         6.71      18.58     0.00     6.71       none     252.92    0.0000    0.00%  100.00%
    [52]  R10     P3         6.71      18.58     0.00     6.71       none     252.92    0.0000    0.00%  100.00%
    [53]  R10     P4         6.71      18.58     0.00     6.71       none     252.92    0.0000    0.00%  100.00%
    [54]  R10     P5         6.71      18.58     0.00     6.71       none     252.92    0.0000    0.00%  100.00%
    [55]  R16     P1        13.56      20.19     0.00    13.56       none     337.56    0.0000    0.00%  100.00%
    [56]  R16     P2        13.56      20.19     0.00    13.56       none     337.56    0.0000    0.00%  100.00%
    [57]  R16     P3        13.56      20.19     0.00    13.56       none     337.56    0.0000    0.00%  100.00%
    [58]  R16     P4        13.56      20.19     0.00    13.56       none     337.56    0.0000    0.00%  100.00%
    [59]  R16     P5        13.56      20.19     0.00    13.56       none     337.56    0.0000    0.00%  100.00%
    [60]  R15     P1        14.34      28.11     0.00    14.34       none     424.44    0.0000    0.00%  100.00%
    [61]  R15     P2        14.34      28.11     0.00    14.34       none     424.44    0.0000    0.00%  100.00%
    [62]  R15     P3        14.34      28.11     0.00    14.34       none     424.44    0.0000    0.00%  100.00%
    [63]  R15     P4        14.34      28.11     0.00    14.34       none     424.44    0.0000    0.00%  100.00%
    [64]  R15     P5        14.34      28.11     0.00    14.34       none     424.44    0.0000    0.00%  100.00%
    [65]  R14     P1        11.68      32.68     0.00    11.68       none     443.64    0.0000    0.00%  100.00%
    [66]  R14     P2        11.68      32.68     0.00    11.68       none     443.64    0.0000    0.00%  100.00%
    [67]  R14     P3        11.68      32.68     0.00    11.68       none     443.64    0.0000    0.00%  100.00%
    [68]  R14     P4        11.68      32.68     0.00    11.68       none     443.64    0.0000    0.00%  100.00%
    [69]  R14     P5        11.68      32.68     0.00    11.68       none     443.64    0.0000    0.00%  100.00%
    [70]  R13     P1        12.70      34.08     0.00    12.70       none     467.82    0.0000    0.00%  100.00%
    [71]  R13     P2        12.70      34.08     0.00    12.70       none     467.82    0.0000    0.00%  100.00%
    [72]  R13     P3        12.70      34.08     0.00    12.70       none     467.82    0.0000    0.00%  100.00%
    [73]  R13     P4        12.70      34.08     0.00    12.70       none     467.82    0.0000    0.00%  100.00%
    [74]  R13     P5        12.70      34.08     0.00    12.70       none     467.82    0.0000    0.00%  100.00%
    [75]  R11     P1        11.01      40.11     0.00    11.01       none     511.12    0.0000    0.00%  100.00%
    [76]  R11     P2        11.01      40.11     0.00    11.01       none     511.12    0.0000    0.00%  100.00%
    [77]  R11     P3        11.01      40.11     0.00    11.01       none     511.12    0.0000    0.00%  100.00%
    [78]  R11     P4        11.01      40.11     0.00    11.01       none     511.12    0.0000    0.00%  100.00%
    [79]  R11     P5        11.01      40.11     0.00    11.01       none     511.12    0.0000    0.00%  100.00%
    [80]  R18     P1        21.73      29.80     0.00    21.73       none     515.38    0.0000    0.00%  100.00%
    [81]  R18     P2        21.73      29.80     0.00    21.73       none     515.38    0.0000    0.00%  100.00%
    [82]  R18     P3        21.73      29.80     0.00    21.73       none     515.38    0.0000    0.00%  100.00%
    [83]  R18     P4        21.73      29.80     0.00    21.73       none     515.38    0.0000    0.00%  100.00%
    [84]  R18     P5        21.73      29.80     0.00    21.73       none     515.38    0.0000    0.00%  100.00%
    [85]  R20     P1        23.48      33.26     0.00    23.48       none     567.46    0.0000    0.00%  100.00%
    [86]  R20     P2        23.48      33.26     0.00    23.48       none     567.46    0.0000    0.00%  100.00%
    [87]  R20     P3        23.48      33.26     0.00    23.48       none     567.46    0.0000    0.00%  100.00%
    [88]  R20     P4        23.48      33.26     0.00    23.48       none     567.46    0.0000    0.00%  100.00%
    [89]  R20     P5        23.48      33.26     0.00    23.48       none     567.46    0.0000    0.00%  100.00%
    [90]  R17     P1        18.00      40.11     0.00    18.00       none     581.10    0.0000    0.00%  100.00%
    [91]  R17     P2        18.00      40.11     0.00    18.00       none     581.10    0.0000    0.00%  100.00%
    [92]  R17     P3        18.00      40.11     0.00    18.00       none     581.10    0.0000    0.00%  100.00%
    [93]  R17     P4        18.00      40.11     0.00    18.00       none     581.10    0.0000    0.00%  100.00%
    [94]  R17     P5        18.00      40.11     0.00    18.00       none     581.10    0.0000    0.00%  100.00%
    [95]  R19     P1        24.49      33.68     0.00    24.49       none     581.76    0.0000    0.00%  100.00%
    [96]  R19     P2        24.49      33.68     0.00    24.49       none     581.76    0.0000    0.00%  100.00%
    [97]  R19     P3        24.49      33.68     0.00    24.49       none     581.76    0.0000    0.00%  100.00%
    [98]  R19     P4        24.49      33.68     0.00    24.49       none     581.76    0.0000    0.00%  100.00%
    [99]  R19     P5        24.49      33.68     0.00    24.49       none     581.76    0.0000    0.00%  100.00%
    draw=1.3563  →  (R2, P3) (rank 2) selected

  Assignment: R2 → P3  [0.00 → 15.20]  delay=0.00
    J2-1       [0.00 → 5.39]
    J2-2       [5.39 → 15.20]

  Assigned so far:
    ID      Pos       start    finish    delay
    ----------------------------------------
    R2      P3         0.00     15.20     0.00

========================================================================
  STEP 2/20
========================================================================

  Pair evaluation  (95 pairs):
    Rank   ID      Pos     t_start   t_finish    delay      gap   blocking      score    weight     P(%)   cum(%)
    ---------------------------------------------------------------------------------------------------------
    [ 0]  R7      P1         1.21      15.14     0.00     1.21       none     163.48    1.0000   70.00%   70.00%
    [ 1]  R7      P2         1.21      15.14     0.00     1.21       none     163.48    0.3000   21.00%   91.00%
    [ 2]  R4      P1         0.00      16.65     0.00     0.00       none     166.50    0.0900    6.30%   97.30%
    [ 3]  R4      P2         0.00      16.65     0.00     0.00       none     166.50    0.0270    1.89%   99.19%
    [ 4]  R4      P4         0.00      16.65     0.00     0.00       none     166.50    0.0081    0.57%   99.76%
    [ 5]  R4      P5         0.00      16.65     0.00     0.00       none     166.50    0.0024    0.17%   99.93%
    [ 6]  R7      P4         1.21      15.14     0.00     1.21      4 mov     171.48    0.0007    0.05%   99.98%
    [ 7]  R7      P5         1.21      15.14     0.00     1.21      4 mov     171.48    0.0002    0.02%   99.99%
    [ 8]  R1      P1         0.00      18.30     0.00     0.00       none     183.00    0.0001    0.00%  100.00%
    [ 9]  R1      P2         0.00      18.30     0.00     0.00       none     183.00    0.0000    0.00%  100.00%
    [10]  R1      P4         0.00      18.30     0.00     0.00       none     183.00    0.0000    0.00%  100.00%
    [11]  R1      P5         0.00      18.30     0.00     0.00       none     183.00    0.0000    0.00%  100.00%
    [12]  R6      P1         1.33      18.61     0.00     1.33       none     199.32    0.0000    0.00%  100.00%
    [13]  R6      P2         1.33      18.61     0.00     1.33       none     199.32    0.0000    0.00%  100.00%
    [14]  R6      P4         1.33      18.61     0.00     1.33      2 mov     203.32    0.0000    0.00%  100.00%
    [15]  R6      P5         1.33      18.61     0.00     1.33      2 mov     203.32    0.0000    0.00%  100.00%
    [16]  R5      P1         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [17]  R5      P2         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [18]  R5      P4         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [19]  R5      P5         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [20]  R12     P1         8.13      13.91     0.00     8.13       none     220.50    0.0000    0.00%  100.00%
    [21]  R12     P2         8.13      13.91     0.00     8.13       none     220.50    0.0000    0.00%  100.00%
    [22]  R12     P4         8.13      13.91     0.00     8.13      4 mov     228.50    0.0000    0.00%  100.00%
    [23]  R12     P5         8.13      13.91     0.00     8.13      4 mov     228.50    0.0000    0.00%  100.00%
    [24]  R8      P1         3.72      19.19     0.00     3.72       none     229.08    0.0000    0.00%  100.00%
    [25]  R8      P2         3.72      19.19     0.00     3.72       none     229.08    0.0000    0.00%  100.00%
    [26]  R8      P4         3.72      19.19     0.00     3.72      2 mov     233.08    0.0000    0.00%  100.00%
    [27]  R8      P5         3.72      19.19     0.00     3.72      2 mov     233.08    0.0000    0.00%  100.00%
    [28]  R9      P1         5.74      18.33     0.00     5.74       none     240.78    0.0000    0.00%  100.00%
    [29]  R9      P2         5.74      18.33     0.00     5.74       none     240.78    0.0000    0.00%  100.00%
    [30]  R9      P4         5.74      18.33     0.00     5.74      2 mov     244.78    0.0000    0.00%  100.00%
    [31]  R9      P5         5.74      18.33     0.00     5.74      2 mov     244.78    0.0000    0.00%  100.00%
    [32]  R3      P1         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [33]  R3      P2         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [34]  R3      P4         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [35]  R3      P5         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [36]  R10     P1         6.71      18.58     0.00     6.71       none     252.92    0.0000    0.00%  100.00%
    [37]  R10     P2         6.71      18.58     0.00     6.71       none     252.92    0.0000    0.00%  100.00%
    [38]  R10     P4         6.71      18.58     0.00     6.71      2 mov     256.92    0.0000    0.00%  100.00%
    [39]  R10     P5         6.71      18.58     0.00     6.71      2 mov     256.92    0.0000    0.00%  100.00%
    [40]  R16     P1        13.56      20.19     0.00    13.56       none     337.56    0.0000    0.00%  100.00%
    [41]  R16     P2        13.56      20.19     0.00    13.56       none     337.56    0.0000    0.00%  100.00%
    [42]  R16     P4        13.56      20.19     0.00    13.56      2 mov     341.56    0.0000    0.00%  100.00%
    [43]  R16     P5        13.56      20.19     0.00    13.56      2 mov     341.56    0.0000    0.00%  100.00%
    [44]  R16     P3        25.20      31.83     0.00    10.00       none     418.30    0.0000    0.00%  100.00%
    [45]  R15     P1        14.34      28.11     0.00    14.34       none     424.44    0.0000    0.00%  100.00%
    [46]  R15     P2        14.34      28.11     0.00    14.34       none     424.44    0.0000    0.00%  100.00%
    [47]  R15     P4        14.34      28.11     0.00    14.34      2 mov     428.44    0.0000    0.00%  100.00%
    [48]  R15     P5        14.34      28.11     0.00    14.34      2 mov     428.44    0.0000    0.00%  100.00%
    [49]  R18     P3        25.20      33.27     0.00    10.00       none     432.70    0.0000    0.00%  100.00%
    [50]  R14     P1        11.68      32.68     0.00    11.68       none     443.64    0.0000    0.00%  100.00%
    [51]  R14     P2        11.68      32.68     0.00    11.68       none     443.64    0.0000    0.00%  100.00%
    [52]  R19     P3        25.20      34.39     0.00    10.00       none     443.90    0.0000    0.00%  100.00%
    [53]  R14     P4        11.68      32.68     0.00    11.68      2 mov     447.64    0.0000    0.00%  100.00%
    [54]  R14     P5        11.68      32.68     0.00    11.68      2 mov     447.64    0.0000    0.00%  100.00%
    [55]  R20     P3        25.20      34.98     0.00    10.00       none     449.80    0.0000    0.00%  100.00%
    [56]  R13     P1        12.70      34.08     0.00    12.70       none     467.82    0.0000    0.00%  100.00%
    [57]  R13     P2        12.70      34.08     0.00    12.70       none     467.82    0.0000    0.00%  100.00%
    [58]  R10     P3        25.20      37.07     0.00    10.00       none     470.70    0.0000    0.00%  100.00%
    [59]  R13     P4        12.70      34.08     0.00    12.70      2 mov     471.82    0.0000    0.00%  100.00%
    [60]  R13     P5        12.70      34.08     0.00    12.70      2 mov     471.82    0.0000    0.00%  100.00%
    [61]  R9      P3        25.20      37.79     0.00    10.00       none     477.90    0.0000    0.00%  100.00%
    [62]  R15     P3        25.20      38.97     0.00    10.00       none     489.70    0.0000    0.00%  100.00%
    [63]  R7      P3        25.20      39.13     0.00    10.00       none     491.30    0.0000    0.00%  100.00%
    [64]  R8      P3        25.20      40.67     0.00    10.00       none     506.70    0.0000    0.00%  100.00%
    [65]  R11     P1        11.01      40.11     0.00    11.01       none     511.12    0.0000    0.00%  100.00%
    [66]  R11     P2        11.01      40.11     0.00    11.01       none     511.12    0.0000    0.00%  100.00%
    [67]  R11     P4        11.01      40.11     0.00    11.01      2 mov     515.12    0.0000    0.00%  100.00%
    [68]  R11     P5        11.01      40.11     0.00    11.01      2 mov     515.12    0.0000    0.00%  100.00%
    [69]  R18     P1        21.73      29.80     0.00    21.73       none     515.38    0.0000    0.00%  100.00%
    [70]  R18     P2        21.73      29.80     0.00    21.73       none     515.38    0.0000    0.00%  100.00%
    [71]  R18     P4        21.73      29.80     0.00    21.73       none     515.38    0.0000    0.00%  100.00%
    [72]  R18     P5        21.73      29.80     0.00    21.73       none     515.38    0.0000    0.00%  100.00%
    [73]  R4      P3        25.20      41.85     0.00    10.00       none     518.50    0.0000    0.00%  100.00%
    [74]  R6      P3        25.20      42.48     0.00    10.00       none     524.80    0.0000    0.00%  100.00%
    [75]  R1      P3        25.20      43.50     0.00    10.00       none     535.00    0.0000    0.00%  100.00%
    [76]  R14     P3        25.20      46.20     0.00    10.00       none     562.00    0.0000    0.00%  100.00%
    [77]  R5      P3        25.20      46.44     0.00    10.00       none     564.40    0.0000    0.00%  100.00%
    [78]  R13     P3        25.20      46.58     0.00    10.00       none     565.80    0.0000    0.00%  100.00%
    [79]  R20     P1        23.48      33.26     0.00    23.48       none     567.46    0.0000    0.00%  100.00%
    [80]  R20     P2        23.48      33.26     0.00    23.48       none     567.46    0.0000    0.00%  100.00%
    [81]  R20     P4        23.48      33.26     0.00    23.48       none     567.46    0.0000    0.00%  100.00%
    [82]  R20     P5        23.48      33.26     0.00    23.48       none     567.46    0.0000    0.00%  100.00%
    [83]  R17     P3        25.20      47.30     0.00    10.00       none     573.00    0.0000    0.00%  100.00%
    [84]  R17     P1        18.00      40.11     0.00    18.00       none     581.10    0.0000    0.00%  100.00%
    [85]  R17     P2        18.00      40.11     0.00    18.00       none     581.10    0.0000    0.00%  100.00%
    [86]  R17     P4        18.00      40.11     0.00    18.00       none     581.10    0.0000    0.00%  100.00%
    [87]  R17     P5        18.00      40.11     0.00    18.00       none     581.10    0.0000    0.00%  100.00%
    [88]  R19     P1        24.49      33.68     0.00    24.49       none     581.76    0.0000    0.00%  100.00%
    [89]  R19     P2        24.49      33.68     0.00    24.49       none     581.76    0.0000    0.00%  100.00%
    [90]  R19     P4        24.49      33.68     0.00    24.49       none     581.76    0.0000    0.00%  100.00%
    [91]  R19     P5        24.49      33.68     0.00    24.49       none     581.76    0.0000    0.00%  100.00%
    [92]  R3      P3        25.20      50.02     0.00    10.00       none     600.20    0.0000    0.00%  100.00%
    [93]  R11     P3        25.20      54.30     0.00    10.00       none     643.00    0.0000    0.00%  100.00%
    [94]  R12     P3        25.20      30.98     4.30    10.00       none     839.70    0.0000    0.00%  100.00%
    draw=0.0780  →  (R7, P1) (rank 0) selected

  Assignment: R7 → P1  [1.21 → 15.14]  delay=0.00
    J7-1       [1.21 → 7.65]
    J7-2       [7.65 → 15.14]

  Assigned so far:
    ID      Pos       start    finish    delay
    ----------------------------------------
    R2      P3         0.00     15.20     0.00
    R7      P1         1.21     15.14     0.00

========================================================================
  STEP 3/20
========================================================================

  Pair evaluation  (90 pairs):
    Rank   ID      Pos     t_start   t_finish    delay      gap   blocking      score    weight     P(%)   cum(%)
    ---------------------------------------------------------------------------------------------------------
    [ 0]  R4      P2         0.00      16.65     0.00     0.00       none     166.50    1.0000   70.00%   70.00%
    [ 1]  R4      P4         0.00      16.65     0.00     0.00       none     166.50    0.3000   21.00%   91.00%
    [ 2]  R4      P5         0.00      16.65     0.00     0.00       none     166.50    0.0900    6.30%   97.30%
    [ 3]  R1      P2         0.00      18.30     0.00     0.00       none     183.00    0.0270    1.89%   99.19%
    [ 4]  R1      P4         0.00      18.30     0.00     0.00       none     183.00    0.0081    0.57%   99.76%
    [ 5]  R1      P5         0.00      18.30     0.00     0.00       none     183.00    0.0024    0.17%   99.93%
    [ 6]  R6      P2         1.33      18.61     0.00     1.33       none     199.32    0.0007    0.05%   99.98%
    [ 7]  R6      P4         1.33      18.61     0.00     1.33      2 mov     203.32    0.0002    0.02%   99.99%
    [ 8]  R6      P5         1.33      18.61     0.00     1.33      2 mov     203.32    0.0001    0.00%  100.00%
    [ 9]  R5      P2         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [10]  R5      P4         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [11]  R5      P5         0.00      21.24     0.00     0.00       none     212.40    0.0000    0.00%  100.00%
    [12]  R12     P2         8.13      13.91     0.00     8.13       none     220.50    0.0000    0.00%  100.00%
    [13]  R12     P4         8.13      13.91     0.00     8.13      4 mov     228.50    0.0000    0.00%  100.00%
    [14]  R12     P5         8.13      13.91     0.00     8.13      4 mov     228.50    0.0000    0.00%  100.00%
    [15]  R8      P2         3.72      19.19     0.00     3.72       none     229.08    0.0000    0.00%  100.00%
    [16]  R8      P4         3.72      19.19     0.00     3.72      2 mov     233.08    0.0000    0.00%  100.00%
    [17]  R8      P5         3.72      19.19     0.00     3.72      2 mov     233.08    0.0000    0.00%  100.00%
    [18]  R9      P2         5.74      18.33     0.00     5.74       none     240.78    0.0000    0.00%  100.00%
    [19]  R9      P4         5.74      18.33     0.00     5.74      2 mov     244.78    0.0000    0.00%  100.00%
    [20]  R9      P5         5.74      18.33     0.00     5.74      2 mov     244.78    0.0000    0.00%  100.00%
    [21]  R3      P2         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [22]  R3      P4         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [23]  R3      P5         0.00      24.82     0.00     0.00       none     248.20    0.0000    0.00%  100.00%
    [24]  R10     P2         6.71      18.58     0.00     6.71       none     252.92    0.0000    0.00%  100.00%
    [25]  R10     P4         6.71      18.58     0.00     6.71      2 mov     256.92    0.0000    0.00%  100.00%
    [26]  R10     P5         6.71      18.58     0.00     6.71      2 mov     256.92    0.0000    0.00%  100.00%
    [27]  R16     P2        13.56      20.19     0.00    13.56       none     337.56    0.0000    0.00%  100.00%
    [28]  R16     P4        13.56      20.19     0.00    13.56      2 mov     341.56    0.0000    0.00%  100.00%
    [29]  R16     P5        13.56      20.19     0.00    13.56      2 mov     341.56    0.0000    0.00%  100.00%
    [30]  R16     P1        25.14      31.77     0.00    10.00       none     417.69    0.0000    0.00%  100.00%
    [31]  R16     P3        25.20      31.83     0.00    10.00       none     418.30    0.0000    0.00%  100.00%
    [32]  R15     P2        14.34      28.11     0.00    14.34       none     424.44    0.0000    0.00%  100.00%
    [33]  R15     P4        14.34      28.11     0.00    14.34      2 mov     428.44    0.0000    0.00%  100.00%
    [34]  R15     P5        14.34      28.11     0.00    14.34      2 mov     428.44    0.0000    0.00%  100.00%
    [35]  R18     P1        25.14      33.21     0.00    10.00       none     432.09    0.0000    0.00%  100.00%
    [36]  R18     P3        25.20      33.27     0.00    10.00       none     432.70    0.0000    0.00%  100.00%
    [37]  R19     P1        25.14      34.33     0.00    10.00       none     443.29    0.0000    0.00%  100.00%
    [38]  R14     P2        11.68      32.68     0.00    11.68       none     443.64    0.0000    0.00%  100.00%
    [39]  R19     P3        25.20      34.39     0.00    10.00       none     443.90    0.0000    0.00%  100.00%
    [40]  R14     P4        11.68      32.68     0.00    11.68      2 mov     447.64    0.0000    0.00%  100.00%
    [41]  R14     P5        11.68      32.68     0.00    11.68      2 mov     447.64    0.0000    0.00%  100.00%
    [42]  R20     P1        25.14      34.92     0.00    10.00       none     449.19    0.0000    0.00%  100.00%
    [43]  R20     P3        25.20      34.98     0.00    10.00       none     449.80    0.0000    0.00%  100.00%
    [44]  R13     P2        12.70      34.08     0.00    12.70       none     467.82    0.0000    0.00%  100.00%
    [45]  R10     P1        25.14      37.01     0.00    10.00       none     470.09    0.0000    0.00%  100.00%
    [46]  R10     P3        25.20      37.07     0.00    10.00       none     470.70    0.0000    0.00%  100.00%
    [47]  R13     P4        12.70      34.08     0.00    12.70      2 mov     471.82    0.0000    0.00%  100.00%
